?x	?xl
<http://purl.obolibrary.org/obo/ENVO_00000380>	"ice shelf"
<http://purl.obolibrary.org/obo/ENVO_01000997>	"environmental system determined by a quality"@en
<http://purl.obolibrary.org/obo/ENVO_03000123>	"concentration of nitrate and nitrite in liquid water"@en
<http://purl.obolibrary.org/obo/ENVO_00002872>	"bagasse"
<http://purl.obolibrary.org/obo/ENVO_01001859>	"dew point"@en
<http://purl.obolibrary.org/obo/ENVO_00000132>	"ice sheet"
<http://purl.obolibrary.org/obo/ENVO_01001128>	"mini-Neptune"@en
<http://purl.obolibrary.org/obo/ENVO_01001541>	"tributary glacier"@en
<http://purl.obolibrary.org/obo/ENVO_02000116>	"aluminum welding fume"
<http://purl.obolibrary.org/obo/ENVO_01001470>	"observatory system"@en
<http://purl.obolibrary.org/obo/ENVO_01001012>	"lithometeor"@en
<http://purl.obolibrary.org/obo/ENVO_00005774>	"peat soil"
<http://purl.obolibrary.org/obo/ENVO_01000832>	"raindrop"@en
<http://purl.obolibrary.org/obo/ENVO_03000097>	"warm season"@en
<http://purl.obolibrary.org/obo/ENVO_01001614>	"ice-bearing permafrost"@en
<http://purl.obolibrary.org/obo/ENVO_01001547>	"land ice mass"@en
<http://purl.obolibrary.org/obo/ENVO_3200031>	"concentration of neodymium in water ice"
<http://purl.obolibrary.org/obo/ENVO_01000940>	"fissure water"@en
<http://purl.obolibrary.org/obo/ENVO_02000019>	"bodily fluid material"
<http://purl.obolibrary.org/obo/ENVO_00002257>	"podzol"
<http://purl.obolibrary.org/obo/ENVO_00002003>	"fecal material"
<http://purl.obolibrary.org/obo/ENVO_01001013>	"reflection rainbow"@en
<http://purl.obolibrary.org/obo/ENVO_01001059>	"mock community culture"@en
<http://purl.obolibrary.org/obo/ENVO_01000551>	"paraffin oil"@en
<http://purl.obolibrary.org/obo/ENVO_01001409>	"altocumulus cloud"@en
<http://purl.obolibrary.org/obo/ENVO_00003859>	"horse manure"
<http://purl.obolibrary.org/obo/ENVO_01000946>	"secondary microplastic particle"@en
<http://purl.obolibrary.org/obo/ENVO_00003082>	"enriched soil"
<http://purl.obolibrary.org/obo/ENVO_03000114>	"seasonal snow patch"@en
<http://purl.obolibrary.org/obo/ENVO_01001702>	"subtropical environment"@en
<http://purl.obolibrary.org/obo/ENVO_01001238>	"residual kerogen"@en
<http://purl.obolibrary.org/obo/ENVO_3100016>	"concentration of hydrogen peroxide in liquid water"
<http://purl.obolibrary.org/obo/ENVO_02000107>	"grain dust"
<http://purl.obolibrary.org/obo/ENVO_01000140>	"whale fall"
<http://purl.obolibrary.org/obo/ENVO_00003088>	"pantothenate enriched soil"
<http://purl.obolibrary.org/obo/ENVO_01001284>	"barium dust"@en
<http://purl.obolibrary.org/obo/ENVO_01001030>	"environment determined by a metazoan secretion"@en
<http://purl.obolibrary.org/obo/ENVO_01001421>	"cirrus uncinus cloud"@en
<http://purl.obolibrary.org/obo/ENVO_01001354>	"volcanic crater glacier"@en
<http://purl.obolibrary.org/obo/ENVO_00002234>	"acrisol"
<http://purl.obolibrary.org/obo/ENVO_01000637>	"outer space"@en
<http://purl.obolibrary.org/obo/ENVO_3200022>	"concentration of cerium in water ice"
<http://purl.obolibrary.org/obo/ENVO_01000476>	"plaster"
<http://purl.obolibrary.org/obo/ENVO_00002275>	"technosol"
<http://purl.obolibrary.org/obo/ENVO_01001821>	"hydrothermally-influenced sediment"@en
<http://purl.obolibrary.org/obo/ENVO_02000054>	"bone meal"
<http://purl.obolibrary.org/obo/ENVO_00003031>	"animal manure"
<http://purl.obolibrary.org/obo/ENVO_3200028>	"concentration of lithium in water ice"
<http://purl.obolibrary.org/obo/ENVO_02000101>	"fibrous dust"
<http://purl.obolibrary.org/obo/ENVO_01000231>	"lava"
<http://purl.obolibrary.org/obo/ENVO_01001148>	"planetesimal"@en
<http://purl.obolibrary.org/obo/ENVO_03000065>	"ice floe"@en
<http://purl.obolibrary.org/obo/ENVO_3100007>	"concentration of carotene in liquid water"
<http://purl.obolibrary.org/obo/ENVO_00005766>	"limed soil"
<http://purl.obolibrary.org/obo/ENVO_01000800>	"planet"@en
<http://purl.obolibrary.org/obo/ENVO_01001303>	"environmental role"
<http://purl.obolibrary.org/obo/ENVO_00001998>	"soil"
<http://purl.obolibrary.org/obo/ENVO_00002117>	"creosote contaminated soil"
<http://purl.obolibrary.org/obo/ENVO_01001515>	"freshwater congelation ice"@en
<http://purl.obolibrary.org/obo/ENVO_01000409>	"freshwater littoral zone"
<http://purl.obolibrary.org/obo/ENVO_00002225>	"mesotrophic water"
<http://purl.obolibrary.org/obo/ENVO_00002158>	"ditch water"
<http://purl.obolibrary.org/obo/ENVO_01001556>	"pack ice mass"@en
<http://purl.obolibrary.org/obo/ENVO_3100025>	"concentration of peridinin in liquid water"
<http://purl.obolibrary.org/obo/ENVO_3200040>	"concentration of bromine in snow"
<http://purl.obolibrary.org/obo/ENVO_01001646>	"amorphous solid"@en
<http://purl.obolibrary.org/obo/ENVO_01001004>	"groundwater"@en
<http://purl.obolibrary.org/obo/ENVO_0010001>	"anthropogenic environmental material"
<http://purl.obolibrary.org/obo/ENVO_00002019>	"brackish water"
<http://purl.obolibrary.org/obo/ENVO_01000251>	"subpolar"
<http://purl.obolibrary.org/obo/ENVO_01001069>	"metallic material"@en
<http://purl.obolibrary.org/obo/ENVO_01001139>	"methane ice"@en
<http://purl.obolibrary.org/obo/ENVO_02000127>	"coal ash"@en
<http://purl.obolibrary.org/obo/ENVO_09100001>	"dissolved carbon atom in environmental material"
<http://purl.obolibrary.org/obo/ENVO_00005743>	"roadside soil"
<http://purl.obolibrary.org/obo/ENVO_09000011>	"solubility of nitrogen atom in soil"
<http://purl.obolibrary.org/obo/ENVO_01000138>	"plant matter fall"
<http://purl.obolibrary.org/obo/ENVO_00005784>	"spruce forest soil"
<http://purl.obolibrary.org/obo/ENVO_01000016>	"silt"
<http://purl.obolibrary.org/obo/ENVO_01001413>	"stratus cloud"@en
<http://purl.obolibrary.org/obo/ENVO_00002260>	"dune soil"
<http://purl.obolibrary.org/obo/ENVO_02000023>	"bile material"
<http://purl.obolibrary.org/obo/ENVO_01000304>	"high pressure environment"
<http://purl.obolibrary.org/obo/ENVO_3200042>	"concentration of cobalt in snow"
<http://purl.obolibrary.org/obo/ENVO_01000951>	"natural environment"@en
<http://purl.obolibrary.org/obo/ENVO_09200018>	"conductivity of water"
<http://purl.obolibrary.org/obo/ENVO_00003091>	"threonine enriched soil"
<http://purl.obolibrary.org/obo/ENVO_00002013>	"igneous rock"
<http://purl.obolibrary.org/obo/ENVO_01000269>	"siltstone"
<http://purl.obolibrary.org/obo/ENVO_01000444>	"dacitic lava"
<http://purl.obolibrary.org/obo/ENVO_01001841>	"volcanic soil"@en
<http://purl.obolibrary.org/obo/ENVO_01001063>	"oxic water"@en
<http://purl.obolibrary.org/obo/ENVO_01000485>	"quartz glass"
<http://purl.obolibrary.org/obo/ENVO_00003869>	"straw"
<http://purl.obolibrary.org/obo/ENVO_01001419>	"cumulonimbus cloud"@en
<http://purl.obolibrary.org/obo/ENVO_00002266>	"chicken breeding waste material"
<http://purl.obolibrary.org/obo/ENVO_00002148>	"coarse beach sand"
<http://purl.obolibrary.org/obo/ENVO_01000345>	"upper montane"
<http://purl.obolibrary.org/obo/ENVO_00000340>	"grain of sand"
<http://purl.obolibrary.org/obo/ENVO_01000207>	"mediterranean"
<http://purl.obolibrary.org/obo/ENVO_00003092>	"salicylate enriched soil"
<http://purl.obolibrary.org/obo/ENVO_00002054>	"chalk"
<http://purl.obolibrary.org/obo/ENVO_01000132>	"thermophilic sediment"
<http://purl.obolibrary.org/obo/ENVO_00000459>	"outlet glacier"
<http://purl.obolibrary.org/obo/ENVO_00002873>	"organic waste material"
<http://purl.obolibrary.org/obo/ENVO_02000111>	"copper ore"
<http://purl.obolibrary.org/obo/ENVO_01001363>	"volume of hydrological precipitation"@en
<http://purl.obolibrary.org/obo/ENVO_3100027>	"concentration of silicate(4-) in liquid water"
<http://purl.obolibrary.org/obo/ENVO_01000853>	"marl"@en
<http://purl.obolibrary.org/obo/ENVO_01001471>	"atmospheric observatory system"@en
<http://purl.obolibrary.org/obo/ENVO_09000001>	"solubility of carbon atom in environmental material"
<http://purl.obolibrary.org/obo/ENVO_09200012>	"temperature of soil"
<http://purl.obolibrary.org/obo/ENVO_01000998>	"environmental system determined by a material"@en
<http://purl.obolibrary.org/obo/ENVO_00002170>	"compost"
<http://purl.obolibrary.org/obo/ENVO_00000133>	"glacier"
<http://purl.obolibrary.org/obo/ENVO_01001507>	"floating ice calf"@en
<http://purl.obolibrary.org/obo/ENVO_03000098>	"cold season"@en
<http://purl.obolibrary.org/obo/ENVO_02000117>	"natural wax"
<http://purl.obolibrary.org/obo/ENVO_00002033>	"carcass"
<http://purl.obolibrary.org/obo/ENVO_3200032>	"concentration of niobium in water ice"
<http://purl.obolibrary.org/obo/ENVO_01000648>	"magma"@en
<http://purl.obolibrary.org/obo/ENVO_01001081>	"environmental variability"@en
<http://purl.obolibrary.org/obo/ENVO_01000929>	"mushroom environment"@en
<http://purl.obolibrary.org/obo/ENVO_01001364>	"climate system"@en
<http://purl.obolibrary.org/obo/ENVO_2100005>	"face skin environment"
<http://purl.obolibrary.org/obo/ENVO_00003930>	"scum"
<http://purl.obolibrary.org/obo/ENVO_3200038>	"concentration of titanium in water ice"
<http://purl.obolibrary.org/obo/ENVO_01001014>	"monochrome solar rainbow"@en
<http://purl.obolibrary.org/obo/ENVO_01000552>	"natural gas"@en
<http://purl.obolibrary.org/obo/ENVO_01001703>	"polar environment"@en
<http://purl.obolibrary.org/obo/ENVO_01001267>	"stormwater"@en
<http://purl.obolibrary.org/obo/ENVO_3100017>	"concentration of hydrogen sulfide in liquid water"
<http://purl.obolibrary.org/obo/ENVO_00000359>	"natural monument"
<http://purl.obolibrary.org/obo/ENVO_01001129>	"super-Jupiter"@en
<http://purl.obolibrary.org/obo/ENVO_01000170>	"indeterminate root nodule infection zone"
<http://purl.obolibrary.org/obo/ENVO_03000075>	"shuga"@en
<http://purl.obolibrary.org/obo/ENVO_00003089>	"testosterone enriched soil"
<http://purl.obolibrary.org/obo/ENVO_01001031>	"environment determined by a plant substance"@en
<http://purl.obolibrary.org/obo/ENVO_00002127>	"stream sediment"
<http://purl.obolibrary.org/obo/ENVO_01000558>	"liquefied hydrocarbon gas"@en
<http://purl.obolibrary.org/obo/ENVO_01001560>	"colloidal suspension"@en
<http://purl.obolibrary.org/obo/ENVO_00005775>	"salt contaminated soil"
<http://purl.obolibrary.org/obo/ENVO_02000108>	"cotton dust"
<http://purl.obolibrary.org/obo/ENVO_01000141>	"seal fall"
<http://purl.obolibrary.org/obo/ENVO_01000436>	"waterborne particulate matter"@en
<http://purl.obolibrary.org/obo/ENVO_00002235>	"cambisol"
<http://purl.obolibrary.org/obo/ENVO_01000599>	"river water"@en
<http://purl.obolibrary.org/obo/ENVO_01001650>	"light fraction material"@en
<http://purl.obolibrary.org/obo/ENVO_01001285>	"talc dust"@en
<http://purl.obolibrary.org/obo/ENVO_3100036>	"concentration of chlorophyll in liquid water"
<http://purl.obolibrary.org/obo/ENVO_02000055>	"plant feed"
<http://purl.obolibrary.org/obo/ENVO_00002276>	"animal waste material"
<http://purl.obolibrary.org/obo/ENVO_3200029>	"concentration of methanesulfonic acid in water ice"
<http://purl.obolibrary.org/obo/ENVO_03000025>	"erosionally enriched ice"@en
<http://purl.obolibrary.org/obo/ENVO_02000131>	"flue gas desulfurization material"@en
<http://purl.obolibrary.org/obo/ENVO_01000232>	"felsic lava"
<http://purl.obolibrary.org/obo/ENVO_00003083>	"sarcosine enriched soil"
<http://purl.obolibrary.org/obo/ENVO_01001149>	"protoplanet"@en
<http://purl.obolibrary.org/obo/ENVO_01001078>	"weather"@en
<http://purl.obolibrary.org/obo/ENVO_01000377>	"humid subtropical"
<http://purl.obolibrary.org/obo/ENVO_03000115>	"perennial snow patch"@en
<http://purl.obolibrary.org/obo/ENVO_00003927>	"stable manure"
<http://purl.obolibrary.org/obo/ENVO_02000102>	"fibrous glass dust"
<http://purl.obolibrary.org/obo/ENVO_04000012>	"particulate organic matter"@en
<http://purl.obolibrary.org/obo/ENVO_01001469>	"observing system"@en
<http://purl.obolibrary.org/obo/ENVO_01000660>	"tephra"@en
<http://purl.obolibrary.org/obo/ENVO_01000844>	"fog"@en
<http://purl.obolibrary.org/obo/ENVO_00005795>	"marine mud"
<http://purl.obolibrary.org/obo/ENVO_01001160>	"cirrus cloud"@en
<http://purl.obolibrary.org/obo/ENVO_01000238>	"polar"
<http://purl.obolibrary.org/obo/ENVO_01000801>	"star"@en
<http://purl.obolibrary.org/obo/ENVO_03000066>	"sea ice floe"@en
<http://purl.obolibrary.org/obo/ENVO_3100030>	"acidity of water"
<http://purl.obolibrary.org/obo/ENVO_00000194>	"scree"
<http://purl.obolibrary.org/obo/ENVO_02000034>	"tear material"
<http://purl.obolibrary.org/obo/ENVO_00002118>	"sea sand"
<http://purl.obolibrary.org/obo/ENVO_01001516>	"ice cave congelation ice"@en
<http://purl.obolibrary.org/obo/ENVO_01001422>	"cirrus spissatus cloud"@en
<http://purl.obolibrary.org/obo/ENVO_01001606>	"speed of a water current"@en
<http://purl.obolibrary.org/obo/ENVO_3200023>	"concentration of cobalt in water ice"
<http://purl.obolibrary.org/obo/ENVO_01000279>	"ice lens"
<http://purl.obolibrary.org/obo/ENVO_00002159>	"drilling bore water"
<http://purl.obolibrary.org/obo/ENVO_2000010>	"bitumous coal"
<http://purl.obolibrary.org/obo/ENVO_01001557>	"water-body-derived ice"@en
<http://purl.obolibrary.org/obo/ENVO_00003032>	"fresh animal manure"
<http://purl.obolibrary.org/obo/ENVO_01000142>	"wood fall"
<http://purl.obolibrary.org/obo/ENVO_01001005>	"lunar rainbow"@en
<http://purl.obolibrary.org/obo/ENVO_09100002>	"dissolved carbon atom in soil"
<http://purl.obolibrary.org/obo/ENVO_00005744>	"allotment garden soil"
<http://purl.obolibrary.org/obo/ENVO_09000012>	"solubility of nitrogen atom in water"
<http://purl.obolibrary.org/obo/ENVO_04000002>	"temperature of sea surface"@en
<http://purl.obolibrary.org/obo/ENVO_01001257>	"saline shrimp pond water"@en
<http://purl.obolibrary.org/obo/ENVO_00002209>	"saline lake sediment"
<http://purl.obolibrary.org/obo/ENVO_3100008>	"concentration of chlorophyll a in liquid water"
<http://purl.obolibrary.org/obo/ENVO_3200002>	"concentration of bromine in lake water"
<http://purl.obolibrary.org/obo/ENVO_01001270>	"rural stormwater"@en
<http://purl.obolibrary.org/obo/ENVO_02000128>	"fly ash"@en
<http://purl.obolibrary.org/obo/ENVO_01000404>	"manufactured plastic"
<http://purl.obolibrary.org/obo/ENVO_3200043>	"concentration of dysprosium in snow"
<http://purl.obolibrary.org/obo/ENVO_01001186>	"acidic volcanic ash"@en
<http://purl.obolibrary.org/obo/ENVO_01000939>	"time crystal"@en
<http://purl.obolibrary.org/obo/ENVO_01001064>	"hypoxic water"@en
<http://purl.obolibrary.org/obo/ENVO_01001414>	"cumulus cloud"@en
<http://purl.obolibrary.org/obo/ENVO_00002261>	"forest soil"
<http://purl.obolibrary.org/obo/ENVO_01000305>	"high temperature environment"
<http://purl.obolibrary.org/obo/ENVO_3100026>	"concentration of phosphate in liquid water"
<http://purl.obolibrary.org/obo/ENVO_00002014>	"plutonic rock"
<http://purl.obolibrary.org/obo/ENVO_01000063>	"planktonic material"@en
<http://purl.obolibrary.org/obo/ENVO_3200049>	"concentration of molybdenum in snow"
<http://purl.obolibrary.org/obo/ENVO_01001345>	"floating ice mass"@en
<http://purl.obolibrary.org/obo/ENVO_01000346>	"lower montane"
<http://purl.obolibrary.org/obo/ENVO_01001667>	"thalassic"@en
<http://purl.obolibrary.org/obo/ENVO_00002177>	"1,4-dioxane contaminated sludge"
<http://purl.obolibrary.org/obo/ENVO_09200001>	"temperature of air"
<http://purl.obolibrary.org/obo/ENVO_00002055>	"sandstone"
<http://purl.obolibrary.org/obo/ENVO_01000133>	"hyperthermophilic sediment"
<http://purl.obolibrary.org/obo/ENVO_00002267>	"industrial waste material"
<http://purl.obolibrary.org/obo/ENVO_01001530>	"water ice core"@en
<http://purl.obolibrary.org/obo/ENVO_01000958>	"terrestrial planet"@en
<http://purl.obolibrary.org/obo/ENVO_3100028>	"concentration of violaxanthin in liquid water"
<http://purl.obolibrary.org/obo/ENVO_00003093>	"poly-beta-hydroxybutyrate enriched soil"
<http://purl.obolibrary.org/obo/ENVO_01001620>	"mass of ice and snow"@en
<http://purl.obolibrary.org/obo/ENVO_01000999>	"rhizosphere environment"@en
<http://purl.obolibrary.org/obo/ENVO_01001180>	"Bondon cheese environment"@en
<http://purl.obolibrary.org/obo/ENVO_01000139>	"animal carcass fall"
<http://purl.obolibrary.org/obo/ENVO_00000134>	"permafrost"
<http://purl.obolibrary.org/obo/ENVO_02000118>	"paraffin wax"
<http://purl.obolibrary.org/obo/ENVO_01000151>	"manganese-reducing sediment"
<http://purl.obolibrary.org/obo/ENVO_01001472>	"marine observatory system"@en
<http://purl.obolibrary.org/obo/ENVO_09000002>	"solubility of carbon atom in soil"
<http://purl.obolibrary.org/obo/ENVO_00002246>	"ferralsol"
<http://purl.obolibrary.org/obo/ENVO_02000024>	"aqueous humour material"
<http://purl.obolibrary.org/obo/ENVO_01001041>	"fungi-associated environment"@en
<http://purl.obolibrary.org/obo/ENVO_01000340>	"alpine"
<http://purl.obolibrary.org/obo/ENVO_00002171>	"hay compost"
<http://purl.obolibrary.org/obo/ENVO_2100000>	"anatomical entity environment"
<http://purl.obolibrary.org/obo/ENVO_01001508>	"anchored ice calf"@en
<http://purl.obolibrary.org/obo/ENVO_00002034>	"biofilm"
<http://purl.obolibrary.org/obo/ENVO_01001616>	"bare soil"@en
<http://purl.obolibrary.org/obo/ENVO_03500005>	"anthropogenic litter"@en
<http://purl.obolibrary.org/obo/ENVO_3200033>	"concentration of praseodymium in water ice"
<http://purl.obolibrary.org/obo/ENVO_00003860>	"pig manure"
<http://purl.obolibrary.org/obo/ENVO_00000341>	"piece of gravel"
<http://purl.obolibrary.org/obo/ENVO_2100006>	"feather environment"
<http://purl.obolibrary.org/obo/ENVO_01000243>	"boulder"
<http://purl.obolibrary.org/obo/ENVO_01001227>	"aquatic natural environment"@en
<http://purl.obolibrary.org/obo/ENVO_3200039>	"concentration of yttrium in water ice"
<http://purl.obolibrary.org/obo/ENVO_02000112>	"fume"
<http://purl.obolibrary.org/obo/ENVO_02000084>	"goat manure"
<http://purl.obolibrary.org/obo/ENVO_00002240>	"kastanozem"
<http://purl.obolibrary.org/obo/ENVO_00002122>	"arsenic-rich mud"
<http://purl.obolibrary.org/obo/ENVO_03000076>	"slush ice"@en
