?x	?xl
<http://purl.obolibrary.org/obo/PO_0007513>	"root cortex differentiation stage"
<http://purl.obolibrary.org/obo/PO_0006358>	"tassel spikelet pair meristem"
<http://purl.obolibrary.org/obo/PO_0025337>	"life of whole plant stage"
<http://purl.obolibrary.org/obo/PO_0025568>	"root system xylem sap"
<http://purl.obolibrary.org/obo/PO_0020122>	"inflorescence axis"
<http://purl.obolibrary.org/obo/PO_0007132>	"sporophyte dormant stage"
<http://purl.obolibrary.org/obo/PO_0030125>	"anthela inflorescence"
<http://purl.obolibrary.org/obo/PO_0007058>	"2 endoreduplication stage"
<http://purl.obolibrary.org/obo/PO_0025505>	"fruit size 10 to 30% stage"
<http://purl.obolibrary.org/obo/PO_0025531>	"bud swell stage"
<http://purl.obolibrary.org/obo/PO_0000052>	"petiole vascular system"
<http://purl.obolibrary.org/obo/PO_0025598>	"pistillate inflorescence"
<http://purl.obolibrary.org/obo/PO_0025013>	"prophyll margin"
<http://purl.obolibrary.org/obo/PO_0006307>	"root procambium"
<http://purl.obolibrary.org/obo/PO_0025539>	"xylem sap"
<http://purl.obolibrary.org/obo/PO_0009030>	"carpel"
<http://purl.obolibrary.org/obo/PO_0025493>	"non-pericyclic lateral root primordium"
<http://purl.obolibrary.org/obo/PO_0025491>	"ovuliferous scale ovule"
<http://purl.obolibrary.org/obo/PO_0006200>	"fascicular cambium"
<http://purl.obolibrary.org/obo/PO_0000004>	"in vitro plant structure"
<http://purl.obolibrary.org/obo/PO_0000229>	"flower meristem"
<http://purl.obolibrary.org/obo/PO_0009049>	"inflorescence"
<http://purl.obolibrary.org/obo/PO_0025257>	"primary root elongation zone"
<http://purl.obolibrary.org/obo/PO_0025321>	"cotyledonary node"
<http://purl.obolibrary.org/obo/PO_0025047>	"aerial tuber epidermis"
<http://purl.obolibrary.org/obo/PO_0006057>	"cotyledon abaxial epidermis"
<http://purl.obolibrary.org/obo/PO_0007094>	"LP.01 one leaf visible stage"
<http://purl.obolibrary.org/obo/PO_0025182>	"sepal trichome"
<http://purl.obolibrary.org/obo/PO_0006501>	"leaf abscission zone"
<http://purl.obolibrary.org/obo/PO_0025329>	"calyptra calyx"
<http://purl.obolibrary.org/obo/PO_0005708>	"cortex"
<http://purl.obolibrary.org/obo/PO_0025220>	"stamen stomatal complex"
<http://purl.obolibrary.org/obo/PO_0025191>	"leaf adaxial stomatal complex"
<http://purl.obolibrary.org/obo/PO_0025364>	"branch tendril"
<http://purl.obolibrary.org/obo/PO_0020140>	"secondary leaf vein"
<http://purl.obolibrary.org/obo/PO_0030084>	"amphithecium"
<http://purl.obolibrary.org/obo/PO_0025403>	"vascular leaf abaxial meristem"
<http://purl.obolibrary.org/obo/PO_0025228>	"valve"
<http://purl.obolibrary.org/obo/PO_0007031>	"mid whole plant fruit ripening stage"
<http://purl.obolibrary.org/obo/PO_0030093>	"septicidal capsule fruit"
<http://purl.obolibrary.org/obo/PO_0020148>	"shoot apical meristem"
<http://purl.obolibrary.org/obo/PO_0009029>	"stamen"
<http://purl.obolibrary.org/obo/PO_0020061>	"coma"
<http://purl.obolibrary.org/obo/PO_0025512>	"corolla spur"
<http://purl.obolibrary.org/obo/PO_0030132>	"cincinnus inflorescence"
<http://purl.obolibrary.org/obo/PO_0007074>	"SE.15 fifteen nodes or internodes visible stage"
<http://purl.obolibrary.org/obo/PO_0025162>	"multicellular trichome"
<http://purl.obolibrary.org/obo/PO_0003023>	"root nodule"
<http://purl.obolibrary.org/obo/PO_0000031>	"lenticel"
<http://purl.obolibrary.org/obo/PO_0004547>	"subterranean shoot axis tuber"
<http://purl.obolibrary.org/obo/PO_0001044>	"sepal differentiation and expansion stage"
<http://purl.obolibrary.org/obo/PO_0025555>	"root system exarch protoxylem"
<http://purl.obolibrary.org/obo/PO_0009065>	"hypanthium"
<http://purl.obolibrary.org/obo/PO_0025614>	"gemma"
<http://purl.obolibrary.org/obo/PO_0001070>	"palea differentiation and expansion stage"
<http://purl.obolibrary.org/obo/PO_0020128>	"leaf margin"
<http://purl.obolibrary.org/obo/PO_0007626>	"D megaspore degeneration stage"
<http://purl.obolibrary.org/obo/PO_0028003>	"gametophyte development stage"
<http://purl.obolibrary.org/obo/PO_0030112>	"pedicel"
<http://purl.obolibrary.org/obo/PO_0020055>	"leaf rachis"
<http://purl.obolibrary.org/obo/PO_0025430>	"phyllome anlagen"
<http://purl.obolibrary.org/obo/PO_0004518>	"bark"
<http://purl.obolibrary.org/obo/PO_0025395>	"floral organ"
<http://purl.obolibrary.org/obo/PO_0009036>	"lodicule"
<http://purl.obolibrary.org/obo/PO_0025438>	"root vascular cambium"
<http://purl.obolibrary.org/obo/PO_0007066>	"SE.09 nine nodes or internodes visible stage"
<http://purl.obolibrary.org/obo/PO_0030050>	"stereome"
<http://purl.obolibrary.org/obo/PO_0007007>	"whole plant fruit formation stage 50 to 70%"
<http://purl.obolibrary.org/obo/PO_0008014>	"filament vascular system"
<http://purl.obolibrary.org/obo/PO_0025547>	"cauline paraclade"
<http://purl.obolibrary.org/obo/PO_0003020>	"lateral root cap of lateral root"
<http://purl.obolibrary.org/obo/PO_0020026>	"chalaza"
<http://purl.obolibrary.org/obo/PO_0000025>	"root tip"
<http://purl.obolibrary.org/obo/PO_0007116>	"LP.11 eleven leaves visible stage"
<http://purl.obolibrary.org/obo/PO_0005052>	"plant callus"
<http://purl.obolibrary.org/obo/PO_0004710>	"axillary flower bud"
<http://purl.obolibrary.org/obo/PO_0025060>	"lamina"
<http://purl.obolibrary.org/obo/PO_0025233>	"portion of embryo plant tissue"
<http://purl.obolibrary.org/obo/PO_0020135>	"root differentiation zone"
<http://purl.obolibrary.org/obo/PO_0007037>	"inflorescence bifurcation stage"
<http://purl.obolibrary.org/obo/PO_0025103>	"branch internode differentiation zone"
<http://purl.obolibrary.org/obo/PO_0001010>	"F microspore release stage"
<http://purl.obolibrary.org/obo/PO_0025094>	"sporangium"
<http://purl.obolibrary.org/obo/PO_0001009>	"D pollen mother cell meiosis stage"
<http://purl.obolibrary.org/obo/PO_0006386>	"lower glume of sessile spikelet of tassel"
<http://purl.obolibrary.org/obo/PO_0025267>	"fruit replum"
<http://purl.obolibrary.org/obo/PO_0001018>	"B formation of primary parietal and sporogenous cells stage"
<http://purl.obolibrary.org/obo/PO_0006336>	"seed obturator"
<http://purl.obolibrary.org/obo/PO_0004534>	"ray secondary xylem parenchyma"
<http://purl.obolibrary.org/obo/PO_0025315>	"megasporangium tapetum"
<http://purl.obolibrary.org/obo/PO_0005032>	"megasporangiate strobilus"
<http://purl.obolibrary.org/obo/PO_0005656>	"portion of secretory tissue"
<http://purl.obolibrary.org/obo/PO_0030044>	"spore capsule operculum"
<http://purl.obolibrary.org/obo/PO_0007023>	"IE.04 inflorescence fully emerged from flag leaf sheath stage"
<http://purl.obolibrary.org/obo/PO_0004702>	"long shoot"
<http://purl.obolibrary.org/obo/PO_0006372>	"lower glume of tassel spikelet"
<http://purl.obolibrary.org/obo/PO_0025240>	"second order inflorescence"
<http://purl.obolibrary.org/obo/PO_0006001>	"phyllome"
<http://purl.obolibrary.org/obo/PO_0025471>	"seedling cotyledon"
<http://purl.obolibrary.org/obo/PO_0025248>	"pseudostem"
<http://purl.obolibrary.org/obo/PO_0006009>	"anther wall outer secondary parietal cell layer"
<http://purl.obolibrary.org/obo/PO_0006035>	"shoot system epidermis"
<http://purl.obolibrary.org/obo/PO_0025479>	"basal root primordium"
<http://purl.obolibrary.org/obo/PO_0001025>	"C four anther lobes formed stage"
<http://purl.obolibrary.org/obo/PO_0025156>	"bract tip"
<http://purl.obolibrary.org/obo/PO_0025307>	"microsporangium wall"
<http://purl.obolibrary.org/obo/PO_0005024>	"plant ovary inner epidermis"
<http://purl.obolibrary.org/obo/PO_0006343>	"axillary shoot system"
<http://purl.obolibrary.org/obo/PO_0025342>	"gametophyte dormant stage"
<http://purl.obolibrary.org/obo/PO_0007618>	"carpel primordium visible stage"
<http://purl.obolibrary.org/obo/PO_0009057>	"extrafloral nectary"
<http://purl.obolibrary.org/obo/PO_0020031>	"radicle"
<http://purl.obolibrary.org/obo/PO_0006352>	"upper floret of sessile spikelet of ear"
<http://purl.obolibrary.org/obo/PO_0025204>	"rhizome internode"
<http://purl.obolibrary.org/obo/PO_0030071>	"epidermal rhizoid"
<http://purl.obolibrary.org/obo/PO_0006071>	"petal mesophyll"
<http://purl.obolibrary.org/obo/PO_0006216>	"internal phloem"
<http://purl.obolibrary.org/obo/PO_0006218>	"exotegmen"
<http://purl.obolibrary.org/obo/PO_0025066>	"stalk"
<http://purl.obolibrary.org/obo/PO_0020039>	"leaf lamina"
<http://purl.obolibrary.org/obo/PO_0007131>	"seedling development stage"
<http://purl.obolibrary.org/obo/PO_0030119>	"catkin inflorescence"
<http://purl.obolibrary.org/obo/PO_0009107>	"tassel inflorescence axillary meristem"
<http://purl.obolibrary.org/obo/PO_0009000>	"pulvinus"
<http://purl.obolibrary.org/obo/PO_0025485>	"sepal anlagen"
<http://purl.obolibrary.org/obo/PO_0030079>	"protonemal rhizoid"
<http://purl.obolibrary.org/obo/PO_0025140>	"phyllome base"
<http://purl.obolibrary.org/obo/PO_0025142>	"leaf tip"
<http://purl.obolibrary.org/obo/PO_0006323>	"tassel inflorescence branch"
<http://purl.obolibrary.org/obo/PO_0008006>	"nucellar epidermis"
<http://purl.obolibrary.org/obo/PO_0009043>	"bracteole"
<http://purl.obolibrary.org/obo/PO_0025275>	"procambium"
<http://purl.obolibrary.org/obo/PO_0000017>	"vascular leaf primordium"
<http://purl.obolibrary.org/obo/PO_0025015>	"tepal margin"
<http://purl.obolibrary.org/obo/PO_0006051>	"endotesta"
<http://purl.obolibrary.org/obo/PO_0020106>	"leaf sheath auricle"
<http://purl.obolibrary.org/obo/PO_0025605>	"fruit pedicel abscission zone"
<http://purl.obolibrary.org/obo/PO_0025323>	"flower fascicle"
<http://purl.obolibrary.org/obo/PO_0025049>	"subterranean tuber interfascicular region"
<http://purl.obolibrary.org/obo/PO_0006378>	"ear spikelet meristem"
<http://purl.obolibrary.org/obo/PO_0006503>	"fruit abscission zone"
<http://purl.obolibrary.org/obo/PO_0025357>	"pneumatophore"
<http://purl.obolibrary.org/obo/PO_0025073>	"branch"
<http://purl.obolibrary.org/obo/PO_0000200>	"micropylar endosperm"
<http://purl.obolibrary.org/obo/PO_0030126>	"cyme inflorescence"
<http://purl.obolibrary.org/obo/PO_0020142>	"stem internode"
<http://purl.obolibrary.org/obo/PO_0007044>	"BO.02 mid boot stage"
<http://purl.obolibrary.org/obo/PO_0001097>	"plant zygote stage"
<http://purl.obolibrary.org/obo/PO_0001099>	"formation of aleurone and starchy layers stage"
<http://purl.obolibrary.org/obo/PO_0030036>	"archegonium stalk"
<http://purl.obolibrary.org/obo/PO_0006327>	"spikelet meristem"
<http://purl.obolibrary.org/obo/PO_0006043>	"integument epidermis"
<http://purl.obolibrary.org/obo/PO_0007080>	"2.03 main shoot and axillary shoots visible at three nodes stage"
<http://purl.obolibrary.org/obo/PO_0007015>	"radicle emergence stage"
<http://purl.obolibrary.org/obo/PO_0006436>	"rachilla of sessile spikelet of ear"
<http://purl.obolibrary.org/obo/PO_0030106>	"silique fruit"
<http://purl.obolibrary.org/obo/PO_0000282>	"trichome"
<http://purl.obolibrary.org/obo/PO_0025219>	"sepal stomatal complex"
<http://purl.obolibrary.org/obo/PO_0001083>	"inflorescence development stage"
<http://purl.obolibrary.org/obo/PO_0025376>	"plant spore dormant stage"
<http://purl.obolibrary.org/obo/PO_0004512>	"heartwood"
<http://purl.obolibrary.org/obo/PO_0000050>	"leaf lamina adaxial epidermis"
<http://purl.obolibrary.org/obo/PO_0025498>	"cardinal part of multi-tissue plant structure"
<http://purl.obolibrary.org/obo/PO_0005010>	"anther septum"
<http://purl.obolibrary.org/obo/PO_0007051>	"BO.00 booting begins stage"
<http://purl.obolibrary.org/obo/PO_0025153>	"peduncle trichome"
<http://purl.obolibrary.org/obo/PO_0025424>	"vascular tissue development stage"
<http://purl.obolibrary.org/obo/PO_0000058>	"vegetative bud"
<http://purl.obolibrary.org/obo/PO_0005018>	"stamen vascular system"
<http://purl.obolibrary.org/obo/PO_0025546>	"accessory paraclade"
<http://purl.obolibrary.org/obo/PO_0007001>	"early whole plant fruit ripening stage"
<http://purl.obolibrary.org/obo/PO_0025286>	"plant embryo coleoptile"
<http://purl.obolibrary.org/obo/PO_0005647>	"spongy mesophyll"
<http://purl.obolibrary.org/obo/PO_0007110>	"2.09 main shoot and axillary shoots visible at nine or more nodes stage"
<http://purl.obolibrary.org/obo/PO_0007009>	"whole plant fruit formation stage 10 to 30%"
<http://purl.obolibrary.org/obo/PO_0000043>	"crown root"
<http://purl.obolibrary.org/obo/PO_0007510>	"root emergence stage"
<http://purl.obolibrary.org/obo/PO_0025362>	"leaflet tendril"
<http://purl.obolibrary.org/obo/PO_0009077>	"staminode"
<http://purl.obolibrary.org/obo/PO_0007118>	"2.06 main shoot and axillary shoots visible at six nodes stage"
<http://purl.obolibrary.org/obo/PO_0009090>	"aril"
<http://purl.obolibrary.org/obo/PO_0030091>	"capsule fruit"
<http://purl.obolibrary.org/obo/PO_0025517>	"leaf lamina lobe"
<http://purl.obolibrary.org/obo/PO_0001003>	"vascular leaf anlagen formation stage"
<http://purl.obolibrary.org/obo/PO_0006380>	"ear spikelet rachilla"
<http://purl.obolibrary.org/obo/PO_0009027>	"megasporophyll"
<http://purl.obolibrary.org/obo/PO_0025134>	"inflorescence branch crown"
<http://purl.obolibrary.org/obo/PO_0025025>	"root system"
<http://purl.obolibrary.org/obo/PO_0005002>	"cauline axillary shoot"
<http://purl.obolibrary.org/obo/PO_0005849>	"primary xylem"
<http://purl.obolibrary.org/obo/PO_0030099>	"samara fruit"
<http://purl.obolibrary.org/obo/PO_0025442>	"stem secondary thickening meristem"
<http://purl.obolibrary.org/obo/PO_0025269>	"collective organ part structure"
<http://purl.obolibrary.org/obo/PO_0000372>	"metaxylem"
<http://purl.obolibrary.org/obo/PO_0007072>	"LP.18 eighteen leaves visible stage"
<http://purl.obolibrary.org/obo/PO_0025160>	"bract adaxial epidermis"
<http://purl.obolibrary.org/obo/PO_0000112>	"shoot axis epidermis"
<http://purl.obolibrary.org/obo/PO_0025451>	"secondary xylem vessel"
<http://purl.obolibrary.org/obo/PO_0025333>	"ensiform vascular leaf"
<http://purl.obolibrary.org/obo/PO_0004539>	"determinate nodule"
<http://purl.obolibrary.org/obo/PO_0025044>	"aerial tuber periderm"
<http://purl.obolibrary.org/obo/PO_0006338>	"embryo leaf"
<http://purl.obolibrary.org/obo/PO_0009061>	"androecium"
<http://purl.obolibrary.org/obo/PO_0009063>	"epicalyx"
<http://purl.obolibrary.org/obo/PO_0025293>	"seedling epicotyl"
<http://purl.obolibrary.org/obo/PO_0025612>	"stem cortex"
<http://purl.obolibrary.org/obo/PO_0020126>	"tassel inflorescence"
<http://purl.obolibrary.org/obo/PO_0007028>	"BO.04 flag leaf sheath opening stage"
<http://purl.obolibrary.org/obo/PO_0001059>	"J bicellular pollen stage"
<http://purl.obolibrary.org/obo/PO_0025594>	"ground meristem"
<http://purl.obolibrary.org/obo/PO_0030110>	"pome fruit"
<http://purl.obolibrary.org/obo/PO_0025080>	"branch internode"
<http://purl.obolibrary.org/obo/PO_0025253>	"eighth order infructescence axis"
<http://purl.obolibrary.org/obo/PO_0025128>	"phyllome primordium"
<http://purl.obolibrary.org/obo/PO_0007064>	"LP.12 twelve leaves visible stage"
<http://purl.obolibrary.org/obo/PO_0025301>	"seedling hypocotyl-root junction"
<http://purl.obolibrary.org/obo/PO_0008020>	"central zone of the leaf lamina"
<http://purl.obolibrary.org/obo/PO_0007604>	"corolla development stage"
<http://purl.obolibrary.org/obo/PO_0025158>	"bract epidermis"
<http://purl.obolibrary.org/obo/PO_0025100>	"shoot axis internode elongation zone"
<http://purl.obolibrary.org/obo/PO_0025051>	"aerial tuber interfascicular region"
<http://purl.obolibrary.org/obo/PO_0025580>	"fused perianth"
<http://purl.obolibrary.org/obo/PO_0025466>	"cell death stage of secondary xylem"
<http://purl.obolibrary.org/obo/PO_0020033>	"coleoptile"
<http://purl.obolibrary.org/obo/PO_0025108>	"seventh order inflorescence axis"
<http://purl.obolibrary.org/obo/PO_0001077>	"lodicule differentiation and expansion stage"
<http://purl.obolibrary.org/obo/PO_0025588>	"flower meristem transition stage"
<http://purl.obolibrary.org/obo/PO_0009101>	"long lateral tassel branch"
<http://purl.obolibrary.org/obo/PO_0025416>	"sieve tube"
<http://purl.obolibrary.org/obo/PO_0009109>	"ear meristem"
<http://purl.obolibrary.org/obo/PO_0001016>	"L mature pollen stage"
<http://purl.obolibrary.org/obo/PO_0006021>	"shoot-borne root apical meristem"
<http://purl.obolibrary.org/obo/PO_0007078>	"rosette growth complete stage"
